,index,title,link,image,pubDate,director,actor,userRating,genre,nation,pos_per,pos_key,neg_key
309,309,스네이크 아이즈: 지.아이.조,https://movie.naver.com/movie/bi/mi/basic.nhn?code=206581,https://ssl.pstatic.net/imgmovie/mdi/mit110/2065/206581_P01_094009.jpg,2021,로베르트 슈벤트케,"헨리 골딩,우슬라 코르베로,앤드류 코지",2.9,"액션,어드벤처,판타지",미국,0.2551020408163265,"액션,일본,포인트,스톰,쉐도우","지아이조,액션,스네이크,쓰레기,시리즈"
310,310,뚫어야 산다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=34255,https://ssl.pstatic.net/imgmovie/mdi/mit110/0342/C4255-00.jpg,2002,고은기,"박광현,박예진",2.96,코미디,한국,0.29,"클레멘타인,재미,다세포,수학여행,수련","쓰레기,최악,처음,산다,사람"
311,311,프리즈너,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194285,https://ssl.pstatic.net/imgmovie/mdi/mit110/1942/194285_P15_111649.jpg,2020,양길영,"오지호,조운",2.98,액션,한국,0.2395833333333333,"최고,액션,인생,기억,추천","쓰레기,사람,최악,한국,제작"
312,312,몽정기2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39364,https://ssl.pstatic.net/imgmovie/mdi/mit110/0393/C9364-00.jpg,2005,정초신,"이지훈,강은비,전혜빈,박슬기,신주아",3.0,코미디,한국,0.2857142857142857,"시절,지금,결말,나름,교생","정서,방귀,쓰레기,내용,다시"
313,313,나가요 미스콜,https://movie.naver.com/movie/bi/mi/basic.nhn?code=115507,https://ssl.pstatic.net/imgmovie/mdi/mit110/1155/115507_P01_141857.jpg,2013,한동호,"최종훈,한규리,윤송아,태우,유선영",3.0,"로맨스,코미디",한국,0.4183673469387755,"최고,감동,가라,보기,안보","쓰레기,박평,노출,이건,출연"
314,314,하피,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14050,https://ssl.pstatic.net/imgmovie/mdi/mit110/0140/A4050-00.jpg,2000,라호범,"이정현,김래원,김꽃지",3.0,"공포(호러),스릴러",한국,0.3368421052631579,"라이,남자친구,다시,누가,경비","최악,쓰레기,성폭행,내용,이건"
315,315,죽이러 갑니다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=71425,https://ssl.pstatic.net/imgmovie/mdi/mit110/0714/71425_P26_155616.jpg,2009,박수영,"이경영,김병춘,김진수,강인형,김꽃비,박영서,이현정",3.02,"코미디,스릴러",한국,0.31,"블랙,코미디,지금,감동,라면","점수,쓰레기,사람,이영화,처음"
316,316,무수단,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137944,https://ssl.pstatic.net/imgmovie/mdi/mit110/1379/137944_P24_103246.jpg,2015,구모,"이지아,김민준",3.03,"미스터리,스릴러",한국,0.1958762886597938,"넷플릭스,감상,포인트,모든,이건","총격,처음,마지막,북한,위장"
317,317,여교수의 은밀한 매력,https://movie.naver.com/movie/bi/mi/basic.nhn?code=41340,https://ssl.pstatic.net/imgmovie/mdi/mit110/0413/D1340-01.jpg,2006,이하,"문소리,지진희",3.08,코미디,한국,0.28,"매력,은밀,다시,당시,교수","쓰레기,관객,이해,수준,최악"
318,318,동백꽃,https://movie.naver.com/movie/bi/mi/basic.nhn?code=40748,https://ssl.pstatic.net/imgmovie/mdi/mit110/0407/D0748-01.jpg,2004,"소준문,최진성,이송희일","황춘하,김왕근,송주희,정해심",3.1,"드라마,로맨스",한국,0.3333333333333333,"퀴어,게이,디워,김태용,이야기","쓰레기,후회,다운,관심,디워"
319,319,하이프 네이션 : 힙합사기꾼,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51374,https://ssl.pstatic.net/imgmovie/mdi/mit110/0513/51374_P01_105710.jpg,2013,박형우,"다니엘 신,박재범,크라운제이",3.14,"범죄,드라마,코미디",한국,0.2929292929292929,"제이슨,실화,대니얼,최고,꿀잼","쓰레기,보지,사기,힙합,이영화"
320,320,여고생 시집가기,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37155,https://ssl.pstatic.net/imgmovie/mdi/mit110/0371/C7155-00.jpg,2004,오덕환,"임은경,은지원",3.15,코미디,한국,0.2857142857142857,"원주율,아아,오빠,아쟈씨,다시","원주율,프로젝트,만들기,파이,원주"
321,321,선데이 @ 서울,https://movie.naver.com/movie/bi/mi/basic.nhn?code=40070,https://ssl.pstatic.net/imgmovie/mdi/mit110/0400/D0070-01.jpg,2006,박성훈,"봉태규,이청아,고은아,박성빈,김수현,전재형",3.15,드라마,한국,0.3473684210526316,"원주율,최고,이제,낫다,아아","원주율,위해,씨발,친구,최악"
322,322,해피 에로 크리스마스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37266,https://ssl.pstatic.net/imgmovie/mdi/mit110/0372/C7266-00.jpg,2003,이건동,"차태현,김선아",3.16,드라마,한국,0.2653061224489796,"예전,인생,크리스마스,최고,쓰레기","최악,인생,쓰레기,크리스마스,원주율"
323,323,2424,https://movie.naver.com/movie/bi/mi/basic.nhn?code=34312,https://ssl.pstatic.net/imgmovie/mdi/mit110/0343/C4312-00.jpg,2002,이연우,"전광렬,정웅인,김래원,소유진,예지원,주현",3.2,"코미디,액션",한국,0.27,"코믹,시절,지현,사랑,노래","쓰레기,인생,최악,소녀,방어율"
324,324,드래곤볼 에볼루션,https://movie.naver.com/movie/bi/mi/basic.nhn?code=33379,https://ssl.pstatic.net/imgmovie/mdi/mit110/0333/C3379-01.jpg,2009,황예유,"저스틴 채트윈,에미 로섬,주윤발,제임스 마스터스,박준형,제이미 정",3.22,"액션,어드벤처,SF,가족",미국,0.3125,"드래곤볼,무비,최고,원작,패러디","드래곤볼,이영화,점도,제발,노잼"
325,325,파일 : 4022일의 사육,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119105,https://ssl.pstatic.net/imgmovie/mdi/mit110/1191/119105_P14_141206.jpg,2014,박용집,"이종혁,강별,하연주",3.22,"미스터리,스릴러",한국,0.25,"대역,가슴,때문,친구,이야기","개연,대역,사람,친구,노잼"
326,326,검은손,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136660,https://ssl.pstatic.net/imgmovie/mdi/mit110/1366/136660_P29_110346.jpg,2015,박재식,"김성수,한고은",3.22,공포(호러),한국,0.3061224489795918,"공포영화,한국,연극,공포,반전","발연기,공포영화,사람,쓰레기,목소리"
327,327,얼굴없는 보스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167422,https://ssl.pstatic.net/imgmovie/mdi/mit110/1674/167422_P04_105118.jpg,2019,송창용,"천정명,진이한,이하율,곽희성,이시아,김도훈,이지훈",3.23,"액션,드라마",한국,0.3368421052631579,"채널,건달,의미,깡패,사람","최악,쓰레기,보기,제발,작가"
328,328,괴물들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=157011,https://ssl.pstatic.net/imgmovie/mdi/mit110/1570/157011_P15_114722.jpg,2016,김백준,"이원근,이이경,박규영",3.24,드라마,한국,0.15,"여운,추천,마감,마음,본기","쓰레기,기분,사람,최악,주인공"
329,329,나쁜놈은 죽는다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=134877,https://ssl.pstatic.net/imgmovie/mdi/mit110/1348/134877_P46_133735.jpg,2015,손호,"손예진,진백림,신현준",3.24,"코미디,액션","중국,한국",0.2653061224489796,"코믹,처음,얼굴,백림,한국어","백림,중국,검색,도저히,자본"
330,330,상사부일체,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65058,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5058-01.jpg,2007,심승보,"이성재,손창민,박상면,김성민,서지혜",3.26,"코미디,액션",한국,0.4183673469387755,"기존,두사부일체,투사부일체,기억,성재","시리즈,이건,최악,캐스팅,쓰레기"
331,331,섹시한 미녀는 괴로워,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66106,https://ssl.pstatic.net/imgmovie/mdi/mit110/0661/66106_P36_171057.jpg,2008,톰 퍼트냄,"패리스 힐튼,조엘 무어",3.28,"로맨스,코미디",미국,0.1578947368421052,"원주율,힐튼,패리스,사랑,다그","원주율,제발,쓰레기,힐튼,동참"
332,332,미녀전쟁,https://movie.naver.com/movie/bi/mi/basic.nhn?code=117262,https://ssl.pstatic.net/imgmovie/mdi/mit110/1172/117262_P07_150955.jpg,2013,임진승,"황선화,이은미,한시연,박하늘",3.3,코미디,한국,0.3535353535353535,"미녀,전쟁,제목,여성,성형","여자,미녀,전쟁,낭비,사람"
333,333,행동하는 양심 김대중,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189068,https://ssl.pstatic.net/imgmovie/mdi/mit110/1890/189068_P08_135150.jpg,2019,신상민,이금희,3.34,다큐멘터리,한국,0.3541666666666667,"대통령,역사,인생,슨상님,사랑","대한민국,대통령,양심,사람,국민"
334,334,7광구,https://movie.naver.com/movie/bi/mi/basic.nhn?code=48246,https://ssl.pstatic.net/imgmovie/mdi/mit110/0482/48246_P24_142814.jpg,2011,김지훈,"하지원,안성기,오지호,박철민,송새벽",3.34,"SF,액션,스릴러",한국,0.4086021505376344,"감동,인생,꿀잼,괴물,박수","광구,괴물,오토바이,최악,출연"
335,335,나랏말싸미,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173668,https://ssl.pstatic.net/imgmovie/mdi/mit110/1736/173668_P65_112539.jpg,2019,조철현,"송강호,박해일,전미선",3.36,사극,한국,0.4021739130434782,"한글,역사,왜곡,세종대왕,역사왜곡","한글,역사왜곡,왜곡,역사,세종대왕"
336,336,폐교,https://movie.naver.com/movie/bi/mi/basic.nhn?code=186640,https://ssl.pstatic.net/imgmovie/mdi/mit110/1866/186640_P07_103123.jpg,2018,최효원,"천이슬,이윤수,서도현,황명환,안상은,윤대희",3.36,"공포(호러),미스터리",한국,0.3838383838383838,"최고,공포영화,명작,추천,공포","귀신,공포영화,어색,소리,장면"
337,337,공필두,https://movie.naver.com/movie/bi/mi/basic.nhn?code=56473,https://ssl.pstatic.net/imgmovie/mdi/mit110/0564/E6473-01.jpg,2006,공정식,이문식,3.41,코미디,한국,0.3636363636363636,"때문,장면,기억,나름,웃음","주연,코미디,장면,좌천,경찰"
338,338,예스터데이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31658,https://ssl.pstatic.net/imgmovie/mdi/mit110/0316/C1658-00.jpg,2002,정윤수,"김승우,김윤진,최민수,김선아,정은찬",3.48,"SF,액션",한국,0.28,"월드컵,능력,액션,이모저모,사촌동생","보지,내용,소녀,친구,처음"
339,339,실종2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158091,https://ssl.pstatic.net/imgmovie/mdi/mit110/1580/158091_P11_162211.jpg,2016,조성규,"함은정,이원종,서준영",3.48,스릴러,한국,0.28,"실종,인생,스릴러,표현,참고","실종,쓰레기,사람,처음,수준"
340,340,맨데이트: 신이 주신 임무,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47574,https://ssl.pstatic.net/imgmovie/mdi/mit110/0475/D7574-00.jpg,2008,박희준,"재희,유다인",3.5,"스릴러,액션,판타지",한국,0.4387755102040816,"명작,임무,한번,평론가,자동차","주신,이영화,클레멘타인,임무,데이트"
341,341,위층여자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=131005,https://ssl.pstatic.net/imgmovie/mdi/mit110/1310/131005_P07_163956.jpg,2014,이찬욱,"박원빈,서유리",3.5,"로맨스,코미디",한국,0.2525252525252525,"최고,기대,대역,성우,나름","대역,유리,쓰레기,노출,에로영화"
342,342,아 유 레디?,https://movie.naver.com/movie/bi/mi/basic.nhn?code=34207,https://ssl.pstatic.net/imgmovie/mdi/mit110/0342/C4207-00.jpg,2002,윤상호,"김정학,김보경,안석환,이종수,천정명,박준화",3.52,"액션,어드벤처,판타지",한국,0.4123711340206185,"다시,한국,기억,시도,나름","준비,아유,레디,소녀,장르"
343,343,길소뜸,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16825,https://ssl.pstatic.net/imgmovie/mdi/mit110/0168/16825_P10_170953.jpg,1986,임권택,"김지미,강신성일",3.52,"드라마,전쟁",한국,0.3979591836734694,"임권택,예술,아픔,한국,중학생","미성년,촬영,쓰레기,임권택,노출"
344,344,짱(2018),https://movie.naver.com/movie/bi/mi/basic.nhn?code=179689,https://ssl.pstatic.net/imgmovie/mdi/mit110/1796/179689_P09_165629.jpg,2018,송재덕,"문지후,김이린,김수경,위광훈",3.59,액션,한국,0.3298969072164948,"액션,관객,나름,명작,인생","관객수,학년,쓰레기,사람,실화"
345,345,임을 위한 행진곡,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156466,https://ssl.pstatic.net/imgmovie/mdi/mit110/1564/156466_P37_143658.jpg,2018,박기복,"김꽃비,김부선,전수현,김채희",3.6,드라마,한국,0.2626262626262626,"의미,자체,저급,테러,연기력","광주,사람,민주화,쓰레기,팔이"
346,346,서울역,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122195,https://ssl.pstatic.net/imgmovie/mdi/mit110/1221/122195_P29_113151.jpg,2016,연상호,"류승룡,심은경,이준",3.64,애니메이션,한국,0.24,"부산,서울역,성우,좀비,목소리","좀비,부산,더빙,성우,사람"
347,347,"제니, 주노",https://movie.naver.com/movie/bi/mi/basic.nhn?code=39470,https://ssl.pstatic.net/imgmovie/mdi/mit110/0394/C9470-00.jpg,2005,김호준,"박민지,김혜성",3.64,드라마,한국,0.5531914893617021,"현실,지금,청소년,당시,행동","쓰레기,임신,사람,출산,미화"
348,348,용루각: 비정도시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=198433,https://ssl.pstatic.net/imgmovie/mdi/mit110/1984/198433_P01_094842.jpg,2020,최상훈,"지일주,배홍석,정화,장의수,정의욱",3.64,액션,한국,0.3061224489795918,"모든,파트,집중,추천,넷플릭스","사람,독립영화,투자,쓰레기,장면"
349,349,천사몽,https://movie.naver.com/movie/bi/mi/basic.nhn?code=30677,https://ssl.pstatic.net/imgmovie/mdi/mit110/0306/C0677-01.jpg,2000,박희준,"여명,박은혜,윤태영,이나영",3.64,SF,한국,0.4,"천사몽,시도,관람,사랑,상상","사람,클레멘타인,대의,출연,이건"
350,350,역모-반란의 시대,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142210,https://ssl.pstatic.net/imgmovie/mdi/mit110/1422/142210_P06_104342.jpg,2016,김홍선,"정해인,김지훈,이원종,조재윤",3.65,"사극,액션",한국,0.2959183673469387,"액션,정해,주인공,최고,애로","주인공,최악,액션,감상,포인트"
351,351,H2: 어느 살인마의 가족이야기 ,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53023,https://ssl.pstatic.net/imgmovie/mdi/mit110/0530/53023_P73_161659.jpg,2009,롭 좀비,"쉐리 문 좀비,체이즈 라이트 베넥,스카우트 테일러 콤튼,브래드 듀리프,캐롤라인 윌리엄스,말콤 맥도웰,타일러 메인",3.66,"공포(호러),스릴러",미국,0.2040816326530612,"마이클,리메이크,엔딩,캐릭터,마이","좀비,최악,마이클,주인공,내용"
352,352,블레임 : 인류멸망 2011,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51965,https://ssl.pstatic.net/imgmovie/mdi/mit110/0519/E1965-01.jpg,2009,제제 타카히사,"츠마부키 사토시,단 레이,이케와키 치즈루,사토 코이치,쿠니나카 료코",3.66,"SF,액션,스릴러",일본,0.39,"감동,눈물,나름,하품,일본","멸망,인류,일본,재미,발생"
353,353,게이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172005,https://ssl.pstatic.net/imgmovie/mdi/mit110/1720/172005_P65_144726.jpg,2017,신재호,"정려원,임창정,정상훈,이경영,이문식,김도훈",3.67,"범죄,코미디",한국,0.3092783505154639,"명작,옛날,감동,코미디,클레멘타인","수준,킬링타임,보기,관객,쓰레기"
354,354,비스티걸스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151152,https://ssl.pstatic.net/imgmovie/mdi/mit110/1511/151152_P43_111421.jpg,2016,신진우,"고은아,유소영,김서지,이정혁,신민철",3.7,"드라마,로맨스",한국,0.3163265306122449,"텐프로,디바,몰입,룸빵,일품","대사,제일,점도,최악,장태성"
355,355,디 아이2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38573,https://ssl.pstatic.net/imgmovie/mdi/mit110/0385/C8573-00.jpg,2004,"대니 팽,옥사이드 팽","제다폰 폴디,서기,원려기,주려기",3.7,공포(호러),홍콩,0.4489795918367347,"공포영화,임산부,최고,디아,이야기","공포,공포영화,드라마,내용,쓰레기"
356,356,열혈형사,https://movie.naver.com/movie/bi/mi/basic.nhn?code=186704,https://ssl.pstatic.net/imgmovie/mdi/mit110/1867/186704_P14_111250.jpg,2019,윤여창,"김인권,얀츠카",3.7,코미디,한국,0.2577319587628865,"주연,인권,년대,한번,조연","몽골,처음,쓰레기,년대,최악"
357,357,깡치,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140868,https://ssl.pstatic.net/imgmovie/mdi/mit110/1408/140868_P50_101737.jpg,2016,연정모,"손우혁,박정수",3.7,액션,한국,0.3814432989690721,"일진,최고,연기력,현실,친구","쓰레기,사투리,주인공,내용,경상도"
358,358,살인캠프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=135959,https://ssl.pstatic.net/imgmovie/mdi/mit110/1359/135959_P01_102412.jpg,2014,이상빈,"백도빈,정시아,곽도원",3.74,스릴러,한국,0.4343434343434343,"반전,나름,개봉,제목,역시","개봉,이해,수준,년대,연기력"
359,359,난폭한 기록,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127386,https://ssl.pstatic.net/imgmovie/mdi/mit110/1273/127386_P16_112832.jpg,2019,하원준,"정두홍,류덕환,서은아",3.74,"범죄,액션",한국,0.2989690721649484,"액션,한국,액션영화,쟝르,나름","액션,대사,사람,최악,액션영화"
360,360,미션스쿨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=134878,https://ssl.pstatic.net/imgmovie/mdi/mit110/1348/134878_P12_102613.jpg,2015,강의석,"이바울,임정은",3.78,드라마,한국,0.3263157894736842,"종교,대광고,이야기,인생,기독교인","학교,종교,기독교,사람,미션스쿨"
361,361,주온-원혼의 부활,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53159,https://ssl.pstatic.net/imgmovie/mdi/mit110/0531/53159_P01_120359.jpg,2009,"아사토 마리,미야케 류타","카고 아이,미나미 아키나",3.8,공포(호러),일본,0.3263157894736842,"주온,공포,시리즈,노파,분위기","농구공,주온,귀신,내용,쓰레기"
362,362,착신아리 파이널,https://movie.naver.com/movie/bi/mi/basic.nhn?code=58387,https://ssl.pstatic.net/imgmovie/mdi/mit110/0583/E8387-01.jpg,2006,아소 마나부,"호리키타 마키,쿠로키 메이사,장근석",3.8,공포(호러),"일본,한국",0.3229166666666667,"코믹,공포,닭털,공포영화,옛날","공포영화,닭털,기본,한국,일본"
363,363,브라더,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201696,https://ssl.pstatic.net/imgmovie/mdi/mit110/2016/201696_P12_111056.jpg,2021,신근호,"조재윤,정진운",3.81,"범죄,액션",한국,0.3473684210526316,"담배,결말,시작,예산,액션","최악,액션,형사,처음,수준"
364,364,깔깔깔 희망버스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=93458,https://ssl.pstatic.net/imgmovie/mdi/mit110/0934/93458_P18_161337.jpg,2012,이수정,"김여진,박성미,김진숙",3.82,다큐멘터리,한국,0.34,"버스,댓글,기록,응원,폭도","선동,버스,깔깔,사람,쓰레기"
365,365,나비효과 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=58447,https://ssl.pstatic.net/imgmovie/mdi/mit110/0584/E8447-00.jpg,2006,존 R. 레오네티,"에릭 라이블리,에리카 듀란스",3.82,"SF,드라마,스릴러",미국,0.2783505154639175,"전작,제목,뭔가,추천,여동생","나비효과,쓰레기,결말,졸작,속편"
366,366,군사통제구역 팔이공지대,https://movie.naver.com/movie/bi/mi/basic.nhn?code=112285,https://ssl.pstatic.net/imgmovie/mdi/mit110/1122/112285_P09_164137.jpg,2013,구모,"박그리나,이승진,김태헌",3.82,"미스터리,스릴러",한국,0.35,"노병,모습,신인,인간,군대","군대,쓰레기,수색대,소위,별로"
367,367,울언니,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129790,https://ssl.pstatic.net/imgmovie/mdi/mit110/1297/129790_P07_105449.jpg,2014,이제락,"오광록,하은,지성원,조상구",3.82,"드라마,스릴러",한국,0.3298969072164948,"언니,마음,분노,배달,국민","사람,누가,여배우,녹음,성매매"
368,368,포크레인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165768,https://ssl.pstatic.net/imgmovie/mdi/mit110/1657/165768_P04_160111.jpg,2017,이주형,"엄태웅,김경익,심정완,정세형",3.82,드라마,한국,0.2857142857142857,"김기덕,포크레인,성매매,가해자,아쉬움","김기덕,쓰레기,최악,사람,점도"
369,369,야경 : 죽음의 택시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164995,https://ssl.pstatic.net/imgmovie/mdi/mit110/1649/164995_P13_141906.jpeg,2017,오인천,"주민하,정보름,정성훈,정서영",3.83,"공포(호러),미스터리,스릴러",한국,0.32,"기자,공포,스릴러,나름,공포영화","주인공,알바,처음,최악,기자"
370,370,대전 블루스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190620,https://ssl.pstatic.net/imgmovie/mdi/mit110/1906/190620_P31_111543.jpg,2019,박철웅,"반민정,이지현,현석,이종국",3.87,드라마,한국,0.4845360824742268,"죽음,조덕제,응원,연기력,악플러","사람,새끼,테러,피해자,별로"
371,371,여배우는 너무해,https://movie.naver.com/movie/bi/mi/basic.nhn?code=98903,https://ssl.pstatic.net/imgmovie/mdi/mit110/0989/98903_P02_101444.jpg,2012,유정환,"차예련,조현재",3.87,"로맨스,코미디",한국,0.2626262626262626,"나름,가슴,현실,한국영,진우","이엘,이영화,여배우,발연기,진심"
372,372,인랑,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109906,https://ssl.pstatic.net/imgmovie/mdi/mit110/1099/109906_P00_103901.jpg,2018,김지운,"강동원,한효주,정우성,김무열",3.87,"SF,액션",한국,0.3297872340425531,"액션,원작,어머니,아이디어,열연","액션,정치,도대체,이해,최악"
373,373,자전차왕 엄복동,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159070,https://ssl.pstatic.net/imgmovie/mdi/mit110/1590/159070_P13_114738.jpg,2018,김유성,"비,강소라,이범수",3.91,드라마,한국,0.4329896907216495,"명작,엄복동,사람,감상,자전차","엄복동,개연,최악,알바,인물"
374,374,우상,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161984,https://ssl.pstatic.net/imgmovie/mdi/mit110/1619/161984_P61_144815.jpg,2018,이수진,"한석규,설경구,천우희",3.92,스릴러,한국,0.2448979591836734,"다시,우상,민주당,강말금,때문","대사,이해,자막,내용,아들"
375,375,멜리스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132605,https://ssl.pstatic.net/imgmovie/mdi/mit110/1326/132605_P13_152236.jpg,2015,김용운,"홍수아,임성언,양도현,김하유",3.96,"공포(호러),스릴러",한국,0.3232323232323232,"실화,집중,때문,화장,인물","실화,개연,사람,사건,상황"
376,376,태양을 쏴라,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109987,https://ssl.pstatic.net/imgmovie/mdi/mit110/1099/109987_P08_174727.jpg,2014,김태식,"강지환,윤진서",4.0,로맨스,한국,0.3,"사랑,역시,나름,주인공,감동","최악,미국,노잼,촬영,진심"
377,377,잡아야 산다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140011,https://ssl.pstatic.net/imgmovie/mdi/mit110/1400/140011_P25_101323.jpg,2015,오인천,"김승우,김정태,혁",4.0,"코미디,액션",한국,0.2346938775510204,"액션,보기,킬링타임,무료,고딩","재미,고딩,시나리오,쓰레기,보지"
378,378,가문의 부활 - 가문의 영광3,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57729,https://ssl.pstatic.net/imgmovie/mdi/mit110/0577/E7729-01.jpg,2006,정용기,"신현준,탁재훈,김원희,김수미",4.01,코미디,한국,0.3979591836734694,"시리즈,분량,웃음,가문,회사","쓰레기,시리즈,가문,조폭,테러"
379,379,펜트하우스 코끼리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49529,https://ssl.pstatic.net/imgmovie/mdi/mit110/0495/49529_P21_105017.jpg,2009,정승구,"장혁,조동혁,이상우,이민정",4.02,"드라마,로맨스",한국,0.3979591836734694,"삐리삐리,이해,이야기,지금,미래","내용,사람,이해,쓰레기,참고"
380,380,조선미녀삼총사,https://movie.naver.com/movie/bi/mi/basic.nhn?code=93739,https://ssl.pstatic.net/imgmovie/mdi/mit110/0937/93739_P18_174806.jpg,2013,박제현,"하지원,강예원,가인,고창석,주상욱",4.03,"코미디,액션,사극",한국,0.28125,"지금,인생,가장,브라,살의","노잼,뜬금,발연기,자체,이건"
381,381,서치 아웃,https://movie.naver.com/movie/bi/mi/basic.nhn?code=193214,https://ssl.pstatic.net/imgmovie/mdi/mit110/1932/193214_P12_180458.jpg,2019,곽정,"이시언,김성철,허가윤,김서연",4.03,스릴러,한국,0.3195876288659793,"연기력,보기,주제,현실,과장","실화,최악,독립영화,흥행,엑스트라"
382,382,내비게이션,https://movie.naver.com/movie/bi/mi/basic.nhn?code=107456,https://ssl.pstatic.net/imgmovie/mdi/mit110/1074/107456_P03_131025.jpg,2013,장권호,"황보라,탁트인,고준",4.07,"공포(호러),스릴러",한국,0.3131313131313131,"공포영화,페이크,다큐,나름,공포","장면,쓰레기,네비게이션,처음,재미"
383,383,"생, 날선생",https://movie.naver.com/movie/bi/mi/basic.nhn?code=55688,https://ssl.pstatic.net/imgmovie/mdi/mit110/0556/E5688-01.jpg,2006,김동욱,"박건형,김효진",4.08,코미디,한국,0.46,"나름,다시,선생,재미,만난","코미디,로서,매력,웃기,때문"
384,384,여곡성(2018),https://movie.naver.com/movie/bi/mi/basic.nhn?code=171750,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171750_P05_173050.jpg,2018,유영선,"서영희,손나은,이태리,박민지",4.08,"공포(호러),미스터리",한국,0.4,"연기력,귀신,공포,최고,전설","사람,별로,년대,처음,표정"
385,385,내 생애 최악의 남자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=61699,https://ssl.pstatic.net/imgmovie/mdi/mit110/0616/F1699-01.jpg,2007,손현희,"염정아,탁재훈,윤지민,신성록",4.09,"드라마,로맨스",한국,0.3232323232323232,"다기,나름,시절,의미,재미","최악,쓰레기,생애,제목,여자"
386,386,도마 안중근,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39117,https://ssl.pstatic.net/imgmovie/mdi/mit110/0391/C9117-00.jpg,2004,서세원,유오성,4.09,드라마,한국,0.336734693877551,"안중근,의사,서세원,다시,역사","안중근,서세원,의사,모욕,위인"
387,387,찍히면 죽는다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17318,https://ssl.pstatic.net/imgmovie/mdi/mit110/0173/17318_P01_180128.jpg,2000,김기훈,"강성민,박은혜,정민,안재환,최현",4.1,"공포(호러),미스터리",한국,0.52,"한채영,당시,시대,시절,스릴","한채영,발연기,역습,공포영화,최악"
388,388,첼로-홍미주 일가 살인사건,https://movie.naver.com/movie/bi/mi/basic.nhn?code=42157,https://ssl.pstatic.net/imgmovie/mdi/mit110/0421/D2157-00.jpg,2005,이우철,성현아,4.11,공포(호러),한국,0.39,"공포영화,공포,반전,역시,첼로","사람,공포영화,공포,별로,이해"
389,389,야관문: 욕망의 꽃,https://movie.naver.com/movie/bi/mi/basic.nhn?code=106574,https://ssl.pstatic.net/imgmovie/mdi/mit110/1065/106574_P05_103719.jpg,2013,임경수,"강신성일,배슬기",4.11,"미스터리,로맨스",한국,0.39,"신성일,몰입,대역,여배우,삼류","신성일,대역,노출,은교,테러"
